business_id,review_count,stars,name,address,neighborhood,city,state,postal_code,cuisine_type,price,phone ,parking,wifi,payment,restaurant_number
RmGjo_2kT5wDVoqJb_IDCg,26,3.5,Le Canard Mort,896 Queen Street E,Leslieville,Toronto,ON,M4M 1J2,burgers,,,,,,
Jfkl1Qd01es5Hn5X2obKaA,3,3.5,York Region Automotive,13061 Yonge Street,,Richmond Hill,ON,L4E 1A5,burgers,,,,,,
jX6Gzr6WdoPxiRLKDfcVrQ,56,3,Nagoya japanese Restaurant,7750 Kennedy Road,Milliken,Markham,ON,L3R 0A7,burgers,,,,,,
#NAME?,7,5,Salon Virtu,"10855 N 116th St, Ste 160",,Scottsdale,AZ,85259,burgers,,,,,,
37joQpD9m5AIcrW1c8OBnQ,8,4,Urban Smoke Fusion BBQ Food Truck,,,Toronto,ON,M6A 1P9,burgers,,,,,,
SWkmyhQBV1A7Qu4LRHoVXQ,5,5,Yorkdale Wellness Clinic,"3500 Dufferin Street, Suite 306",,North York,ON,M3K 1N2,burgers,,,,,,
aqgDIfSCZgvKPHg1IRjuLQ,5,5,"Walter J Rapacz, DDS","3646 E Ray Rd, Ste B14",,Phoenix,AZ,85044,burgers,,,,,,
pGnmTYq41r3rkgKVCA5r-g,11,3.5,Checker-O'Reilly Auto Parts,5029 E Elliot Rd,,Phoenix,AZ,85044,burgers,,,,,,
VcgteHs5TWCx_QDo7ffswg,5,5,Switch It Clothing,12230 N 51 Ave,,Glendale,AZ,85304,burgers,,,,,,
2Vl1jTanQ5GidYa9l-eDUQ,7,5,Second Heart Yoga,4520 E Thomas Rd,,Phoenix,AZ,85018,burgers,,,,,,
htNNxttBjRmRnP4d0XFl-w,30,3,Hungry Howie's Pizza,4625 E Thomas Rd,,Phoenix,AZ,85018,burgers,,,,,,
2xr1FLNwWrAHcDbt43RviQ,44,4,AZ-3D Nails & Spa,"3434 W Greenway Rd, Ste 102",,Phoenix,AZ,85053,burgers,,,,,,
hZi1_4A16PQ_tJvEZkxsBQ,4,3,SWEA Toronto Christmas Market,"York Quay Centre, 235 Queens Quay W",Harbourfront,Toronto,ON,M5J 2G8,burgers,,,,,,
oPkfgVr_gNczmZMFrIEARQ,5,4,Airship37,"37 Parliament Street, Studio 2",Distillery District,Toronto,ON,M5A 2Y2,burgers,,,,,,
1rfRNfPT-uocY2XfdBO8SQ,10,2.5,BHS,64 Princes St,New Town,Edinburgh,EDH,EH2 2DJ,burgers,,,,,,
CQbxcD7b6SjBwk7EOA0PcQ,10,2.5,Extended Stay America - Pittsburgh - Airport,200 Chauvet Dr.,,Pittsburgh,PA,15275,burgers,,,,,,
3AtjbxuzaDrxo3o8V3fzAw,3,2.5,Family Dollar Stores,5590 State Rd,,Cleveland,OH,44134,burgers,,,,,,
q1JyKLLoijxbo8JUY7bldQ,45,5,Model Citizen,"4236 N Central Ave, Ste 101",,Phoenix,AZ,85013,burgers,,,,,,
aJfuwg-pgaEaeRH9Qmal1g,8,4,Clothes Mentor,6145 Mayfield Rd,,Mayfield Heights,OH,44124,burgers,,,,,,
wJxlVSgU9vsxUGRQbP1GvQ,3,5,Shasta Pool Repair,3750 W indian School Rd,,Phoenix,AZ,85019,burgers,,,,,,
QuytwC8LramTP7QJ-SxFsA,28,5,Gin & Sake Productions,"3560 Polaris Ave, Ste 9",Chinatown,Las Vegas,NV,89103,burgers,,,,,,
g-Epx0fDysaK-Gp2a6-ASg,11,4.5,Gnc Plumbing,,Southeast,Las Vegas,NV,89183,burgers,,,,,,
MCbjELt7hrwkz47Gn2YDzQ,4,1,Five Star Plumbing,"9850 S Maryland Pkwy, Ste A5-284",Southeast,Las Vegas,NV,89183,burgers,,,,,,
1AyaRLA83q_V9D3bYevRkQ,33,3,InDaCut 2 Barbershop,"9890 Maryland Pkwy, Ste 4",Southeast,Las Vegas,NV,89183,burgers,,,,,,
1OLzh1svN-ChpuWSL4wVmw,4,5,Freibad Fellbach B神der und Parkhausbetriebe,Untert神rkheimer Str. 42,,Fellbach,BW,70734,burgers,,,,,,
9wCP-MP2B1Yi7EzsM0H0ew,15,4.5,Tacos El Regio,8829 E Wt Harris Blvd,Eastland,Charlotte,NC,28227,burgers,,,,,,
Ybxl-MdPl4BUQ7Fc4xaj7A,7,3.5,Taqueria Cajeme,350 E University Dr,,Mesa,AZ,85201,burgers,,,,,,
dmCyEuEv9GhWwqSvcTzFNA,3,5,Christian Brothers Automotive Avon,1110 Nagel Rd,,Avon,OH,44011,burgers,,,,,,
HOev_2CifUcfIm9xDL_uaw,83,4.5,Cafe Paris french Bistro & Catering,"15125 N Hayden Rd, Ste 111",,Scottsdale,AZ,85260,burgers,,,,,,
T2OqsSHsbVbpr_xGbO1zrQ,9,3.5,Planet Fitness - Belmont - Park St.,81 McAdenville Road,,Belmont,NC,28012,burgers,,,,,,
usw4lDxDKd254nDlwEHI4g,3,1,Five Star Furnace,4017 Washington Rd,,McMurray,PA,15317,burgers,,,,,,
JRuNDBOwKW0H73E5iD_uuw,10,3,Holiday Inn Hotel Pittsburgh-Intl Airport,8256 University Blvd,,Coraopolis,PA,15108,burgers,,,,,,
zFGqtqlZXQYYhBozM_ZpOw,213,4.5,TruFusion,8575 S Eastern Ave,Southeast,Las Vegas,NV,89123,burgers,,,,,,
6-gRHn1n11ATqWBrFTLnNA,25,4,Great american  Pub,9310 S Eastern Ave,Southeast,Las Vegas,NV,89123,burgers,,,,,,
Im1fAxyiP73tsvokREqVEw,7,3.5,Game and Hobby Zone,"2 Bloor Street W, Cumberland Ter, Lower Level",Yorkville,Toronto,ON,M4W 3E2,burgers,,,,,,
7l8ktZxvL-AGcdXAQBKPDQ,4,4,Popeye's Supplements,3350 Dufferin Street,,Toronto,ON,M6A 3A4,burgers,,,,,,
V6MWAv-xv4dgSUrDU1qxaA,78,3.5,Nothing But Noodles,7930 Rea Rd,,Charlotte,NC,28277,burgers,,,,,,
1UmAo-UZoDcAkHd0O2kfsg,8,4,Madd House Tattoo,557 E Sahara Ave,Eastside,Las Vegas,NV,89104,burgers,,,,,,
O5MzWfMWDeEwkzNVeKdCfg,12,4,China Taste,630 E Ohio St,North Side,Pittsburgh,PA,15212,burgers,,,,,,
jyuRBCwe7ZhikiGnjusBSg,18,3,Las Vegas Radiology,"7500 Smoke Ranch Rd, Ste 100",,Las Vegas,NV,89128,burgers,,,,,,
eE2U9vqyK21oniyC0SOx8A,4,5,Max's Carpet and Tile Cleaning,,,Surprise,AZ,85374,burgers,,,,,,
c6HdQrWdfE7muC0K8GeHsA,4,3,South Hills Animal Hospital,"999 Killarney Dr, Ste A",,Pittsburgh,PA,15234,burgers,,,,,,
ed15a9_xj4jfaObqb36wZQ,5,3,Tim Hortons,742 Kingston Road,,Pickering,ON,L1V 1A8,burgers,,,,,,
sJBem81QF7l_43aF7xtLYQ,85,4,Cr神pe Station,4664 W Charleston Blvd,Westside,Las Vegas,NV,89102,burgers,,,,,,
c8fEuR_HdQN_d1ycSg50_Q,21,4.5,Irrigation Solutions -  Las Vegas,"6955 N Durango Dr, Ste 1115",Centennial,Las Vegas,NV,89149,burgers,,,,,,
vAaNLKYInN_bhx1qGo5pVQ,34,2.5,Lofts at 7100,7100 Grand Montectio Pkwy,Centennial,Las Vegas,NV,89149,burgers,,,,,,
uTu6FrJYMfB6zKdjwLjB9g,38,2,Presto! card,55 Front Street West,Downtown Core,Toronto,ON,M5J 1E6,burgers,,,,,,
SvvlCUw6dzQM1uB6-y-ehA,16,4.5,Sue Jacobs Cakes,"1140 N Gilbert, Ste 106",,Gilbert,AZ,85234,burgers,,,,,,
b5NCkwHUmx3Cp4ciI97Qrg,4,4,Arizona Indoor Air Quality and Environmental Testing,,,Mesa,AZ,85208,burgers,,,,,,
j1FQJimAsxP6DWh_k3kpyQ,3,3.5,Subway,43 Hanover Street,New Town,Edinburgh,EDH,EH2 2PJ,burgers,,,,,,
TTqIf6w8C33cArztxaKzdA,11,4,Meineke Car Care Center,66 Camp Horne Rd,Emsworth,Pittsburgh,PA,15202,burgers,,,,,,
6LTV9xxwSlrUzFGWx1A8EQ,50,3.5,Salonika Gyros,133 6th St,Downtown,Pittsburgh,PA,15222,burgers,,,,,,
SXmgoKptELw3YmfCDRiL4g,5,5,Pittsburgh Chiropractic Associates,"355 5th Ave, Ste 1325",Downtown,Pittsburgh,PA,15222,burgers,,,,,,
dQmWk3dqZW3urWemHmjVAA,4,4,Frost & Co Diamonds,"717 Liberty Ave, Ste 212",Downtown,Pittsburgh,PA,15222,burgers,,,,,,
dvU5SnCuoIJ46FewS-s5zg,4,3,La Cordee,2159 Sainte-Catherine Rue E,Ville-Marie,Montr姓al,QC,H2K 2H9,burgers,,,,,,
svd-Hr6EmIWP2IjqNbplRQ,17,3.5,Abreuvoir Bar & Terrasse,403 Rue Ontario E,Ville-Marie,Montr姓al,QC,H2L 1N5,burgers,,,,,,
oXyVCt9UQuPeuX8994odtA,4,3,MissFresh,,LaSalle,Montr姓al,QC,H8N 1V2,burgers,,,,,,
c3kEMRc2NV4T_DcbA_IZrQ,4,5,Osr Physical Therapy At Anthem,"9784 W Yearling Rd, Unit 1520",,Peoria,AZ,85383,burgers,,,,,,
Jk2h6hlwEzwcgsmA5UgZEA,10,5,L'angolino,Jahnstr. 12,,Stuttgart,BW,70597,burgers,,,,,,
TXW7WE7pptDT83ZVHQsklw,6,2.5,Suntown Laundry & Dry Cleaning,17227 N 19th Ave,,Phoenix,AZ,85023,burgers,,,,,,
YRVuHg-qYTDr81GKu3CWEw,3,4.5,3 Steps Up,605 Brock Street N,,Whitby,ON,L1N 8R2,burgers,,,,,,
OKqxQ9eD2kA7JNuXatK_1A,13,3,Sprint Store,"4423 E Thomas Rd, A",,Phoenix,AZ,85018,burgers,,,,,,
8FPI1M4Bse5CyQzVJmaDVg,3,3.5,Boulangerie Les Co'pains d'abord,4816 Wellington,Verdun,Verdun,QC,H4G 1X2,burgers,,,,,,
7_EaA-LxLRZYKDi-ga7Vsw,5,2.5,Chesser Fish & Chips,538 Gorgie Road,,Edinburgh,EDH,EH11 3AL,burgers,,,,,,
u2vTI0Js1GLR0w44YgiEEA,5,4,Wei of Chocolate,,,Phoenix,AZ,85007,burgers,,,,,,
QInoVCxuL4BdeANkvkLaiw,4,3,Chase Bank,6625 W Happy Valley Rd,,Glendale,AZ,85310,burgers,,,,,,
2UQ3v6et-sr8Nb1zssZvkA,16,4,Lemonberry Frozen Yogurt,201 S Ct St,,Medina,OH,44256,burgers,,,,,,
hJda5g5v_2rT3D-3mSf7cQ,12,2.5,Tequila Sun Rise Cantina & Grill,212 Adelaide Street W,Entertainment District,Toronto,ON,M5H 1W7,burgers,,,,,,
Payl1AoDwqT3TYbZ9eZKMQ,5,3,Anna Pretty Nails,1132 Av Eglinton O,,Toronto,ON,M6C 2E2,burgers,,,,,,
t-MAr8DVHnY37YpRcjdS4A,10,4,The Yogurt Bar,"20851 N Scottsdale Rd, Ste 103",,Scottsdale,AZ,85255,burgers,,,,,,
9nQ67BqKionVtgkyKGjC6g,4,4,Amazing Adventures Playland,"3450 Ridgeway Drive, Unit 10",Erin Mills,Mississauga,ON,L5L 0A3,burgers,,,,,,
YHNdqs8FEpn8pDr2M01S8w,3,2.5,Parma Hardware,5452 Pearl Rd,,Cleveland,OH,44129,burgers,,,,,,
grPq0K_j8sPSJs5rspyJCQ,6,4,Ultimate Canadian Meat Store,2110 Dundas Street E,,Mississauga,ON,L4X 1M3,burgers,,,,,,
uyhkenCivMXusXA0Xe5DQA,9,2,Galleria Palms Apartments,625 Whitney Ranch Dr Ofc,,Henderson,NV,89014,burgers,,,,,,
k93pffXYuJahqlFPl-8N8g,93,4,Superior Tire - Goodyear Auto Service Center,4501 E Sunset Rd,,Henderson,NV,89014,burgers,,,,,,
Sc4pUTYgI7FQb1i8aa0csg,31,3.5,Churrasco of St Clair,679 St Clair Ave W,Wychwood,Toronto,ON,M6C 1A7,burgers,,,,,,
WO-IF-3132tPIuDJRNDBvw,4,5,Lady Mosquito,1022 Queen Street W,Ossington Strip,Toronto,ON,M6J 1H6,burgers,,,,,,
tI7BShAlAendn_DKRZa4Tg,8,3.5,Hoai Huong,8500 Boul Taschereau,Brossard,Brossard,QC,J4X 1C2,burgers,,,,,,
x-YCTb1V4A4JspqyAh6MHg,4,5,Essential Wellness Center - Float Spa,4360 W Thunderbird Rd,,Glendale,AZ,85306,burgers,,,,,,
SLc54id9GKnHXaT_07WbFg,15,4,The Ultimate Pastry Shop,445 Beaver St,Sewickley,Sewickley,PA,15143,burgers,,,,,,
DBNqjdfgdW3bITDvSFZYAw,4,3,Gander Mountain - Gastonia Store,3704 E Franklin Blvd,,Gastonia,NC,28056,burgers,,,,,,
UzhihnyGnfXMO77xFRufHg,3,2.5,Chandelier,1180 De Masonneuve Quest,Ville-Marie,Montr姓al,QC,H3A 1N5,burgers,,,,,,
S4bNEjItXsHa1XvrCvO2Ig,10,2.5,Kevin's Junk Removal,2318 W St Catherine Ave,,Phoenix,AZ,85041,burgers,,,,,,
j4x0keDCJGgkcIdnMtbgzQ,4,5,PRI Graphics,735 E Brill St,,Phoenix,AZ,85006,burgers,,,,,,
oJIpsGMW_wEbI5cq4KY-zw,3,3.5,Miguel's Beauty Salon,933 N 16th St,,Phoenix,AZ,85006,burgers,,,,,,
0b6TOlXDVkk29IvuvFY0Xw,5,5,Wasted Ink Zine Distro,2222 N 16th St,,Phoenix,AZ,85006,burgers,,,,,,
7-Wlpm30PGCBIZtH2rOlew,25,3.5,Miss Saigon88,258 N Craig St,Oakland,Pittsburgh,PA,15213,burgers,,,,,,
pc5zVWqmbqYZWj9drtS69w,21,2.5,Green Grotto Tea Room-Elgin Mills,"10775 Leslie Street, Unit 106",,Richmond Hill,ON,L4S 1N6,burgers,,,,,,
4aKa6TZyFOl9xXoMR3bg9A,3,4.5,Fixt Wireless Repair,3D-6974 Financial Dr,,Mississauga,ON,L5N 8J4,burgers,,,,,,
7KZAmn7C1ogJH5l6B8D8TQ,31,3,Desert Autoplex RV,2260 E Main St,,Mesa,AZ,85213,burgers,,,,,,
N6bkYqv2-Nwvw4Q5em4D8g,3,1.5,South Hills Family Medicine,"495 Waterfront Dr E, Ste 250",Homestead,Homestead,PA,15120,burgers,,,,,,
zbDFXpqJ2wrlv4D70AJqaQ,10,5,Gold Medal Service,"5150 S Decatur Blvd, Ste 122",,Las Vegas,NV,89118,burgers,,,,,,
6K_nyYgdvIdNgr7lEkOh5w,8,5,Robert Serge Salon,"4848 E Cactus Rd, Ste 100",,Phoenix,AZ,85254,burgers,,,,,,
zIxz7TyR_pDMkDvJZ9rm6A,4,5,Cleo's,2000 Las Vegas Blvd S,The Strip,Las Vegas,NV,89014,burgers,,,,,,
5x2dxg4LD0jgSBypGrUePw,36,3.5,Hrvati Bar,690 Euclid Avenue,Koreatown,Toronto,ON,M6G 2V3,burgers,,,,,,
uEgu1yUZoxpczqJRvKseDQ,14,3.5,Regal Cinemas Middleburg Town Square 16,18348 Bagley Rd,,Middleburg Heights,OH,44130,burgers,,,,,,
Fl1TghPd5T5A5LZBgXcFiw,5,3,Oliver Spencer,962 Queen Street W,West Queen West,Toronto,ON,M6J 1G6,burgers,,,,,,
T9eJGv-4jtyANtBd8I1O9Q,10,4.5,Posha Salon,"4237 Lien Rd, Ste C",Mayfair Park,Madison,WI,53590,burgers,,,,,,
Tza4ufJ_jCEiApOANoqgmw,104,4,Nail Spa at Lincoln View,3119 E Lincoln Dr,,Phoenix,AZ,85016,burgers,,,,,,
uLdJrH2rJwULKLopi0XH4Q,43,4.5,Conte Restaurant,15266 Sheldon Rd,,Brook Park,OH,44142,burgers,,,,,,
yU5mfSJOmaJkegn2ad48Iw,88,3.5,Fujimi japanese Steakhouse,10412 E Independance Blvd,,Matthews,NC,28105,burgers,,,,,,
9c-_QLYkpwRtw5DQTmXWyA,11,2,Ross Dress for Less,"5000 S Arizona Mills Cir, Arizona Mills",,Tempe,AZ,85282,burgers,,,,,,
m4PkM_cl_yG9ag4exOjg_Q,21,5,Style 5,3415 W Craig Rd,,North Las Vegas,NV,89032,burgers,,,,,,
3D4boCjQffC-eVbjsujaTQ,5,3.5,Lovely Nails,4682 Cottage Grove Rd,Rolling Meadows,Madison,WI,53716,burgers,,,,,,
8e0q7HM_5FOrpLqfPkWJ8w,22,4,Godiva Chocolatier,3200 Las Vegas Blvd S,The Strip,Las Vegas,NV,89109,burgers,,,,,,
oK_uwtOectm906rpUtHiug,9,1.5,China House,7413 Memphis Ave,Ridge & Memphis,Cleveland,OH,44144,burgers,,,,,,
wib5LeUWBkxu67Rl3ruMDQ,268,4.5,Porco Lounge and Tiki Room,2527 W 25th St,Tremont,Cleveland,OH,44113,burgers,,,,,,
nPNWTZRRZx9nBNivg_JlOg,10,4,El Tacazo,5239 S Central Ave,,Phoenix,AZ,85040,burgers,,,,,,
v80Rx2UVjIkOhh0hg7lerw,9,3,Subway,3226 E Shea Blvd,,Phoenix,AZ,85028,burgers,,,,,,
3dLUYAkQ-AURAel1KyHnKA,8,3,Quality Hotel Midtown,6445 Decarie Boul,C神te-des-Neiges,Montr姓al,QC,H3W 3E1,burgers,,,,,,
rc9SfYli96cnlPDMyJ7hyA,17,3.5,LongHorn Steakhouse,9150 Covenant Ave,,Pittsburgh,PA,15237,burgers,,,,,,
UhEhLSJrPRoiYWdHfJQxfw,112,4.5,Salon Ro5,"1001 N 3rd Ave, Ste 5",,Phoenix,AZ,85003,burgers,,,,,,
w435QFVU2mcwwe_BTtzaAQ,59,5,Pinkys Barbershop,135 W Mcdowell Rd,,Phoenix,AZ,85003,burgers,,,,,,
Fm6CHEW5XFPySKkaoNASnA,19,4.5,Charlotte Oktoberfest,1000 Nc Music Factory Blvd,Derita,Charlotte,NC,28206,burgers,,,,,,
wiPtQK7_QAkUUMQtyiaUNg,82,2.5,Mimi's Cafe,10224 Perimeter Pkwy,,Charlotte,NC,28216,burgers,,,,,,
4WSDd4jlfLeuNnZ__o4LHQ,8,4,BAKERY 18,"395 Bamburgh Circle, Unit D102",Scarborough,Toronto,ON,M1W 3Y1,burgers,,,,,,
0sojfj-hw2WeXjkFwG-bVA,29,4.5,Loose Leaf Tea Market,4773 N 20th St,,Phoenix,AZ,85016,burgers,,,,,,
3iM6Adb0KPH21JEIBNvf_g,6,5,Garage Door Solved,"2942 N 24th St, Ste 114-745",,Phoenix,AZ,85016,burgers,,,,,,
Pavuej6ml9pEsHxY6uQgCg,3,4,Classic Kia,885 Classic Dr,,Streetsboro,OH,44241,burgers,,,,,,
juglsCnV5L_Xu5kzLNu-JA,6,3,SuperPawn,1845 East Broadway Rd,,Tempe,AZ,85282,burgers,,,,,,
wSfmY9DJlQ6S0OEbYDCKPQ,3,5,Pet Valu,"5029 Hurontario Street, Unit 3",East Credit,Mississauga,ON,L4Z 3X7,burgers,,,,,,
q9CrolQBJyzz6Jdwd_GCVA,4,5,Pumped Up Fitness Nutrition,"6820 W Sahara Ave, Ste 1",Westside,Las Vegas,NV,89146,burgers,,,,,,
ejKXczjEkm1gzyRdblQm8w,282,4,Fresh on Spadina,147 Spadina Avenue,Entertainment District,Toronto,ON,M5V 2L7,burgers,,,,,,
Lhtl6hEr4BaAR4aA3RQDNQ,52,2,Dairy Queen,475 W Craig Rd,,North Las Vegas,NV,89032,burgers,,,,,,
rB_A9FBY0raeBpIps1V3Lw,4,3,The Velvet Underground,508 Queen Street W,Alexandra Park,Toronto,ON,M5V 2B3,burgers,,,,,,
58ihggbkZIS0RWvDKbr1GA,5,2,Giant Eagle Supermarket,9901 Mountainview Dr,,West Mifflin,PA,15122,burgers,,,,,,
SlQNMsVEOSxN-ciIn93LOw,81,3.5,House Of Leng At Boardwalk,8933 J M Keynes Dr,University City,Charlotte,NC,28262,burgers,,,,,,
-5fK4OgKir00PiuiGUIrAg,12,4.5,Froyona Yogurt,"530 E Hunt Hwy, Ste 117",,San Tan Valley,AZ,85143,burgers,,,,,,
r497GTNZoHx9N4dMuKMEfQ,3,4.5,EB Games,9820 Markham Road,,Markham,ON,L6E 2C7,burgers,,,,,,
v1G_bioP6POazUyQwHcz7Q,21,4,Kiva Han,3533 Forbes Ave,Oakland,Pittsburgh,PA,15213,burgers,,,,,,
Jgp0SIsuHoDJljLeITYkNg,3,4.5,Tela Ropa,116 Atwood St,Oakland,Pittsburgh,PA,15213,burgers,,,,,,
FheEB0x9XtdsWZAw1pnbRg,3,5,L'occitane,638 N Midvale Blvd,,Madison,WI,53705,burgers,,,,,,
Jhdvmro7mzdMuTMaqoPsvQ,20,4.5,Dylans Grill and Pub,4401 E Sunset Rd,,Henderson,NV,89014,burgers,,,,,,
OXSN9Jrp5JeF5VnXpDNHpg,8,3,Sbarro,"1300 W Sunset Rd, Ste 2845",,Henderson,NV,89014,burgers,,,,,,
VnzkeloKg8oOwnt83mFBtw,3,4,The Wingery,2058  2102 Royal Windsor Drive,,Mississauga,ON,L5J 2Y4,burgers,,,,,,
DZ4EHnAsirGI6Nm14LPR1A,6,5,Graham Floral Shoppe,9787 Olde 8 Rd,,Northfield,OH,44067,burgers,,,,,,
V14xyjjFa96s4AzJPjJvUw,3,5,Hair It Is & Nails Too,977 Perry Hwy,,Pittsburgh,PA,15237,burgers,,,,,,
IO1INZ-0evy9pg4cORajJA,19,3,My Bella Nail Spa,"2712 W Mallard Creek Chruch Rd, Ste 410",Highland Creek,Charlotte,NC,28262,burgers,,,,,,
UFkpJU2tm3fjiimSrF51sw,5,5,Guitar Tommy's,"1020 E Ray Rd, Ste 5",,Chandler,AZ,85225,burgers,,,,,,
biXkgVEIkh7zLLZnISSYAQ,5,3.5,Liv North Scottsdale,15509 N Scottsdale Rd,,Scottsdale,AZ,85254,burgers,,,,,,
0UK5wLZBO_wmxHN840zSAw,5,4.5,Perry Di Pizza Man's,949 5th Ave,,New Kensington,PA,15068,burgers,,,,,,
qxVcSWGKyH3HkkHV8NinDA,297,3,Salty Senorita,3748 N Scottsdale Rd,,Scottsdale,AZ,85251,burgers,,,,,,
1wBKFqiR3vN4-6lmwBGXAQ,6,4,DJ's Fish and Chips,6260 S 35th Ave,,Phoenix,AZ,85041,burgers,,,,,,
p9rvoRXzEf7Y2nTaqnotxw,29,4,Lin's Garden,5560 William Flynn Hwy,,Gibsonia,PA,15044,burgers,,,,,,
W4ZoO44pm2EyxmRZrzjnBg,10,2.5,Tuff Shed,3745 E Illini St,,Phoenix,AZ,85040,burgers,,,,,,
KTNy8GA3XK6_7GTGyol8Mw,6,4,Food Truck Friday West,8209-8213 W Stadium Way,,Peoria,AZ,85382,burgers,,,,,,
14jj-3uj9NpUqzVXEJN-1g,7,4.5,Sunwest Federal Credit Union,"16879 N 75th Ave, Ste 103A",,Peoria,AZ,85382,burgers,,,,,,
Mh74Ao46NXOz0JDqIBZvCQ,3,3.5,Gap UK,Ocean Drive,Leith,Edinburgh,EDH,EH6 6JJ,burgers,,,,,,
F2UDLBuUn_2-F0a3uL_1_g,13,5,Falafel Abou Hanna,4660C Boulevard Des Sources,Dollard-des-Ormeaux,Dollard-des-Ormeaux,QC,H8Y 3C4,burgers,,,,,,
OQ1w-h1-yVd9f7pXG6Jy-Q,11,4.5,Bulk Barn,503 Bloor St W,The Annex,Toronto,ON,M5S 1Y2,burgers,,,,,,
tvL-Y29I_y7KLPR6HqcNoA,9,5,Bella Q Dance Studio,"10171 N 19th Ave, Ste 7",,Phoenix,AZ,85021,burgers,,,,,,
MMUszJV4SUFjHY0vYAeUXg,7,4.5,The Bath Workshop,"21001 N Tatum Blvd, Ste 38-1324",,Phoenix,AZ,85050,burgers,,,,,,
WfcY9ZMVFLdRxfNipzDu9w,3,4.5,Anna Bean's Coffee & Gelato,"3230 E Union Hills Dr, Ste 135",,Phoenix,AZ,85050,burgers,,,,,,
2qbqrNLv8HTd3EVTUGoS7g,3,3.5,Evil Controllers,2050 E 5th St,,Tempe,AZ,85281,burgers,,,,,,
jy4L-M_kFDX5tp9_volHig,14,5,Canna-Releaf,"1155 S Power Rd, Ste 125",,Mesa,AZ,85206,burgers,,,,,,
r28KH6BUjfcdoFkqW4eihQ,25,4.5,Atlas Automotive,9948 E Main St,,Mesa,AZ,85207,burgers,,,,,,
bLcta_zYmmF5mxYwTATy1Q,4,3,Salvation Army,4305 Boulder Hwy,,Las Vegas,NV,89121,burgers,,,,,,
qA0SlNp1fVtMuB51okYhIw,93,3.5,Lion City Restaurant,"1177 Central Parkway W, Unit 70",,Mississauga,ON,L5C 4P3,burgers,,,,,,
aHVhlCvmlNnnPf-LgclNNA,28,3.5,Sesame Inn chinese Restaurant,"Station Square, 125 W Station Square Dr",South Side,Pittsburgh,PA,15219,burgers,,,,,,
1U96rvW26ggrzr6ACk5HSw,9,2.5,Wash Masters,7801 N 43rd Ave,,Phoenix,AZ,85051,burgers,,,,,,
SmJFJtcCpnZ802BAERUipA,5,5,HOLDENGRACE,1836 Bloor Street West,High Park,Toronto,ON,M6R 2Z3,burgers,,,,,,
vgq1_nRvzoSmFkIGevjylg,8,2.5,Don Valley North Toyota,3300 Steeles Avenue E,,Markham,ON,L3R 1G9,burgers,,,,,,
kwZ4yG8iYBHDa1t-Mc8ZCQ,5,4.5,Michael Arthurs Pub,"8129 Ardrey Kell Rd, Ste 105",,Charlotte,NC,28227,burgers,,,,,,
wc-YmPkgF20y57vkvTPKJg,15,4,Pei Wei,"8944 Jm Keynes Dr, Ste 300",University City,Charlotte,NC,28262,burgers,,,,,,
ro-4-3USXvGKnp07BrxSKg,26,2.5,Godavari,520 University Center Blvd,University City,Charlotte,NC,28262,burgers,,,,,,
_OHueDLGKKhKcclI6tyRAA,36,4,Yellow Rose At Touchstone,9217 Baybrook Ln,,Charlotte,NC,28277,burgers,,,,,,
V6v6zshy3_57sVXKUnyxnw,8,4,B神ckerei Treiber,"Industriestr. 1, Stadtteil Vaihingen, im HL-Markt",,Stuttgart,BW,70565,burgers,,,,,,
OIB6OB9cgNMh_Q5y5pSKHw,28,3.5,Prague Fine Food Emporium,638 Queen Street W,West Queen West,Toronto,ON,M6J 1E4,burgers,,,,,,
rHsZF5FLJU3d_-Qh-2odRQ,60,2,Aliante Dental,"6885 Aliante Pkwy, #111",,Las Vegas,NV,89084,burgers,,,,,,
lyFpRtLAgij7SQf5QkEZXg,3,3.5,Energetic Lawn Care & Landscapes,127 E Pacific Ave,,Henderson,NV,89015,burgers,,,,,,
gecqbUz6uQ8PckqF-J8tFQ,19,2.5,Panera Bread,8800 Covenant Ave,,Pittsburgh,PA,15237,burgers,,,,,,
4mb7Wj8RAzCx8CRf4V5jHA,3,4.5,Perry Perk,1012 Perry Hwy,,Pittsburgh,PA,15237,burgers,,,,,,
JfjB_FA1YLrKjSbRoFSetQ,4,4,The Cut LLC Barbershop,2077 N Jones Blvd,,Las Vegas,NV,89108,burgers,,,,,,
WFjQGnDFO1VPbKXU_FUOew,3,4.5,Roman Catholic Churches St Francis De Sales Catholic Church,1111 N Michael Way,,Las Vegas,NV,89108,burgers,,,,,,
S5Q8AMyU9Jf7G7Pq2Y2HNQ,10,3.5,Di Savino's Panini Bar,3087 Winston Churchill Boulevard,Erin Mills,Mississauga,ON,L5L 2V8,burgers,,,,,,
R13eqiLCi9m76DIaDCt7eA,5,3.5,Backdraft Bar & Grille,24775 Lorain Rd,,North Olmsted,OH,44070,burgers,,,,,,
EGktLFv2xf0x0Zi3UApdig,27,3.5,Dream Nails,"16630 W Greenway Rd, Ste 325",,Surprise,AZ,85388,burgers,,,,,,
0-u1Re6Gi_Ip9J68Umg7CA,6,2,Haggen Food & Pharmacy,3655 W Anthem Way,,Anthem,AZ,85086,burgers,,,,,,
